+train,test
-179.13951222425726,-161.8153423542397
-169.56044060145618,-229.83357891285206
-167.4201570476218,-173.91169761631087
-164.45870672372214,-187.61250733670067
-178.2429734772557,-173.47143746566618
-164.3321784550919,-182.5845262669226
-192.862706314727,-235.33113762808202
-158.45841614667438,-176.77181815198313
-182.87637412538479,-206.40257394456813
-194.88009019398368,-180.62345472422965
-180.4046439722218,-190.01590719685683
-175.00687281274068,-204.77470777847896
-211.9951034453497,-207.44782349678465
-168.64159549422897,-200.20954052382885
-197.7305499956502,-163.0760353904711
-176.1610159795161,-204.68383528835096
-182.78302761644414,-194.4968578509732
-239.41381745891758,-208.8645178341251
-227.5012563643555,-174.32168483290883
-194.59029990325467,-201.82115951220518
-187.71781603646127,-198.73142027318866
-194.23893396420738,-198.37911845101092
-181.7385634641711,-150.1427560156784
-184.71491677151363,-156.00688817743927
-192.72628035193665,-183.84831762528364
-179.75343793355435,-219.33908778735966
-167.83215067037295,-185.59537542147268
-153.1200358253374,-186.8235895653498
-184.20553654705236,-193.3450710981109
-231.90910167299933,-155.58201415584014
-138.1608561241591,-191.6383188289859
-193.49404458695557,-198.17851362921306
-187.63209844383687,-157.27411541922683
-197.68500141203506,-166.60801945113047
-167.52414121267955,-204.23920927725888
-165.4374579782246,-204.76218193565802
-181.44726965046598,-182.54038072911214
-170.64571299573473,-165.6929587569056
-189.427976216148,-189.6953424398815
-154.7256529862111,-168.280435165486
-147.00663299015974,-175.25665630447375
-177.89488355907025,-178.09207924169993
-179.71009190461476,-216.62714517706084
-168.258292435196,-185.05317608128175
-174.64153178347877,-205.8025212921127
-211.63510995899,-168.62703544024924
-174.01774429445405,-179.91195567535033
-166.74972987298958,-151.06089989568366
-172.9606993670691,-217.8143778492926
-154.4622797025033,-170.94090955344922
-222.3212924262893,-189.03128773839447
-183.61133171174825,-199.053280754953
-160.9448756306603,-203.05670025281648
-148.38138066215245,-205.05327951689247
-174.19686010698092,-208.4738373758391
-177.99965421701714,-196.0666366503495
-219.72458931916367,-169.59018400484405
-183.11174684073643,-207.20256929141738
-126.44428631602187,-190.83256343845048
-199.97473773076467,-201.8921416287985
-207.64176884335333,-231.96245888315045
-156.84600433390347,-191.8237665427072
-176.520418664413,-171.3790079737307
-154.59052170771642,-162.19526508799072
-179.71526316664887,-165.08073551865982
-157.2164905333278,-167.321492602051
-147.28249910463072,-183.05864573304083
-145.328945859607,-153.91857159387553
-163.28026631592812,-189.08879739518275
-141.61290449339018,-176.1636921017152
-169.5823248237411,-192.80600580849222
-179.5489944307352,-182.2402394701777
-170.86972852757822,-194.65167947528968
-191.61076311857732,-219.71421032214798
-166.46497005435685,-143.59560044236173
-182.37760985014415,-171.10778411937787
-198.43076322309213,-193.62721647133458
-174.94131540572027,-171.79736939688672
-156.55814623932937,-200.24162435758788
-215.72259507526138,-143.58430346785727
-196.40143927943433,-174.4576561026369
-185.46581399849262,-179.30687465563238
-183.295714300096,-155.50753053044048
-178.47929980528235,-182.40015321149718
-212.8606151221309,-171.0720234686524
-197.54054218519474,-179.3600650270393
-180.8482436849945,-184.88715132299836
-147.93046046062324,-191.5667336498903
-168.03325630493543,-198.24567287291634
-175.39453586349273,-186.0210709794844
-185.71274584277265,-182.39362170589544
-179.51176803821573,-172.33624494487213
-173.67388082840378,-168.13256771077224
-156.81709742213405,-171.26138214818528
-192.6889588461437,-142.72650617386563
-160.59712089579378,-158.60466865331475
-178.09891207584116,-171.85828343914724
-173.99580227689847,-163.6649440767821
-187.98053435546828,-165.7688979892175
-195.71489881433308,-177.8962324824067
-207.69769578384546,-166.93068447922036
-192.1053519072864,-166.77817430460385
-181.88937452241467,-177.6249807501298
-163.1293353119973,-173.5250450913056
-160.75486099761804,-186.50536291066203
-224.53622291583747,-157.19594890072943
-170.18518098255393,-170.4599810997533
-174.84146938107415,-182.25746838742728
-158.80891427841078,-137.80604661700372
-198.50772728887813,-202.80611488569
-151.60546234075898,-186.45172428153532
-177.24392861058095,-144.31940055153652
-167.703889643101,-211.0320559981039
-176.27761620102308,-201.600032761536
-190.18426615826974,-188.16528409698512
-166.1613523555996,-148.58233283357245
-168.45970225407365,-154.56233810854704
-171.5828920790981,-166.36736702113677
-190.37516276579728,-162.9911250976842
-193.86956736697113,-175.71887554071395
-187.47739878998476,-177.3450925002708
-153.22880159993207,-160.71172098122864
-176.4439788206017,-203.15374003521865
-197.73575123902722,-162.27315921054972
-164.3438292180894,-188.96526665871883
-163.44885632578797,-177.90459386611843
-177.67454861420669,-189.48017116443324
-188.3985913788991,-178.03178658745873
-169.43816774513627,-189.36242733381803
-188.11898665225843,-172.934650838815
-186.4197189782175,-163.6636193668476
-139.30835158428098,-209.36790809982966
-176.1498524655445,-188.87982820392568
-180.29460314787545,-172.62826281466988
-194.42136512939481,-147.78726327327882
-189.1211731335024,-172.01028402214953
-170.23317191250982,-167.1316892801165
-145.74361306592704,-160.71524076178412
-170.89969120679118,-162.01145330589776
-174.77468224156087,-176.00150257888282
-184.29438136177953,-170.39252379122948
-162.6824614496679,-167.8065546860524
-166.6270548044135,-191.72244982150778
-147.82100541651457,-159.21588794679536
-146.9925134004112,-167.22414492502745
-177.03182579827796,-165.72560539097458
-155.46688219466733,-163.85784222223498
-139.08359137042248,-155.91816918535247
-194.92504311937884,-166.4645389482159
-158.02635874361533,-187.93644275227695
-168.3776403620381,-166.67902905366125
-178.17704506217407,-144.50462064354895
-176.09463722221753,-187.09860386850283
-156.70144787342548,-140.56148495368808
-183.2558160628919,-164.77201193156057
-180.4870759858617,-166.1345137553957
-139.93792914474471,-199.33222120157077
-134.70549748348193,-151.3026190938632
-146.24496144965502,-138.11241564639593
-171.47552720937352,-127.86324474442735
-183.91636879249762,-158.9923910248158
-159.21700581766757,-195.8342867534284
-151.83730016581202,-152.7105768754157
-164.8182010899625,-171.00836981206294
-141.0969785279357,-180.70153010958953
-183.205894036262,-159.45517628572148
-178.88633072425037,-141.23583392312605
-164.0913976832143,-174.81055941663175
-179.32178750198145,-148.1665148570394
-136.85425472483746,-167.46677223406323
-176.8262846313745,-189.08929787299698
-149.05403767795562,-118.70496746364677
-167.5062558541493,-147.7072215396374
-163.2594049441655,-171.78058860325785
-184.30050697439054,-130.84989870549637
-164.751271225367,-156.71544450164498
-162.22044237698776,-134.66488049091123
-167.73025335999563,-167.7896047123366
-198.22652286273066,-155.85357434304018
-193.26090613304953,-201.60162887894387
-167.07781654126958,-127.83935618556676
-199.9121301583436,-190.02945983950457
-152.62600285353858,-196.46639079447684
-138.90319429432313,-176.3716900851867
-151.6569866219637,-147.26278021691144
-185.27136355150665,-163.37687538628458
-140.18870084002157,-123.85218927226096
-125.74214322659634,-166.9586121905896
-141.70444173560162,-137.64371422356675
-169.7804724991527,-144.0601355867736
-170.10212947951575,-139.97403678779924
-184.36009474733,-140.36118245530773
-164.77224751856937,-196.30878922332312
-167.47955170970985,-169.60765384064618
-135.37599723315498,-146.8386198866613
-158.61419528558574,-149.25695736709315
-172.5055372510104,-153.11436595367456
-158.07367004961858,-185.5218249062318
-160.85863469240357,-154.84664395449647
-162.37476047381017,-183.46549911378966
-125.16698675473349,-151.56696779680965
-172.81555094283848,-146.61236132221433
-152.63641276330844,-162.87714476479425
-171.90922994358309,-168.27836308532974
-126.34651006048897,-167.0102891245246
-155.35249856715168,-185.88389322835107
-150.68300265721086,-160.51879842901988
-165.30526397702718,-174.04836806350878
-155.92112070089814,-163.55550082136187
-145.27341348213184,-166.61058774482981
-152.8834884095591,-193.33096340669724
-159.4328265416717,-158.32994969707622
-145.48580622174214,-139.15448031345554
-150.49718716560014,-168.09650143071426
-125.76710795839948,-170.68841748830704
-147.09211317501519,-177.86838121645872
-229.49264253183998,-204.6838457457657
-183.8464658130001,-162.47617579574103
-174.57132588589542,-162.05508477548102
-169.78429892053674,-124.27957196418235
-171.9500051249202,-193.47600921532575
-182.36468291977314,-150.2672771005866
-144.46303688010624,-166.5258758715925
-146.028286923314,-185.54727014227274
-162.682386714466,-156.10873478773516
-165.11614958859306,-172.4043555934663
-186.25236401340243,-131.85174761371294
-163.59600955041614,-132.2814908634171
-168.9384129148031,-178.47126536595266
-180.45158386969672,-129.98566794987633
-203.81587129986332,-201.41485443006738
-164.78417854269603,-148.04663457056193
-162.90065600886822,-151.89471015150335
-166.5181724842015,-149.37991341306844
-136.169561884516,-161.8103956923112
-176.84496971674994,-161.5738859575125
-157.2195225136642,-178.67725633368
-157.5115499854707,-164.54377278388085
-131.5331308389684,-139.999550940698
-186.15811905763812,-162.6968505518115
-150.38318062722539,-137.22359704371368
-147.71798033424497,-144.0485237205042
-162.78000832870782,-185.56088742045796
-182.3339739040207,-152.832801879827
-142.43983002498837,-171.86814266501398
-153.7009274715997,-171.43075961582414
-132.4029839712177,-157.0574052317863
-138.5165804254033,-144.45122095844565
-150.6714761924253,-147.21513588765356
-134.85804881055432,-157.8177666974533
-190.92802444079678,-143.8439003889139
-140.33478429245656,-211.81978538556393
-187.37860177083033,-149.7460655427818
-124.83888875856515,-181.56802307952654
-139.62579407995912,-164.85928757319297
-151.91102229399854,-162.09508210741157
-148.88464163481032,-131.36608147612301
-164.60744709241723,-137.22331522666667
-178.38233589327507,-167.39690206462095
-136.46561469859745,-156.09309706691423
-173.32736381646754,-137.0204258962453
-141.9507255568036,-143.08073323792476
-131.99521067092718,-144.9367697299958
-130.28052216508442,-151.87441425636464
-174.95808712691672,-122.44503229475224
-138.9707339249421,-176.0406341448503
-161.66878075060956,-153.02770687712226
-173.40095121615147,-151.40376157040856
-159.822707681986,-145.60036049939336
-165.50024127749717,-135.17045253109674
-139.1903401602536,-152.70393978398045
-190.08149838814347,-172.83884932268867
-182.67836751218655,-123.91842543610889
-147.57048395851808,-142.29764502960626
-149.51115260713502,-141.4324142182768
-175.621229940912,-149.80116926581272
-114.35169869877855,-150.54781485246286
-158.85931880964193,-163.8629904375955
-163.58906566463105,-151.83914528028689
-152.14156929517736,-165.12758806163254
-127.87948205060097,-143.3677138134197
-131.41389180140823,-139.91978539012135
-185.63113572023596,-158.90848353899275
-137.665062197412,-141.92584938729527
-158.43291842824365,-112.8080262356959
-171.90511300919295,-136.62987283407216
-183.66813477003384,-172.98843470743984
-174.60360731366615,-136.01655373602102
-150.15725679748243,-151.53712142256722
-156.7282400488905,-123.90941332781316
-151.94294568517876,-140.82587448550157
-141.44084254221343,-133.8401189396823
-192.57742767907578,-124.1700353208463
-143.15652114798485,-168.9353351478419
-130.07848845850197,-145.9868478263651
-212.99578537879938,-142.25538406290184
-142.2475551118654,-118.87400318561079
-117.74086107957706,-134.28909559128994
-149.4449438158372,-156.47158040470606
-121.52990648474844,-132.20102389929465
-140.94006803719995,-123.12177003072834
-158.36707445809768,-141.94569073795535
-122.22498271533365,-140.32210295167283
-142.1900050044162,-133.16340988504376
-172.45422604280688,-147.21780929270287
-156.10497700944902,-111.83044129009994
-128.2197791778843,-131.567321356628
-162.14560197345278,-131.074027092868
-164.5255923566624,-166.67179951940037
-139.09538858662978,-149.42797846185465
-142.95293357436967,-144.82625976687345
-190.7719609757928,-140.52895351357208
-125.80708430877645,-144.8685748383399
-142.6524435818923,-144.2759571807117
-153.7411729692772,-148.720321612108
-153.24996127980612,-152.7013170524806
-148.53963709660013,-159.51228176136138
-166.4428272489433,-128.22794535849033
-138.1084173130963,-158.07499863377828
-141.31193585545418,-176.77587548340247
-142.64931782885668,-147.87297806053644
-200.80094387165505,-121.91109551019949
-149.7388556744729,-144.9503581556946
-156.4757811028092,-150.44346316697454
-149.82379242992536,-176.22665593365005
-123.51978920761911,-154.18974650408848
-176.34178586492706,-142.6299101159896
-135.99956501207984,-133.66339996324083
-175.0828638132465,-153.2352295683344
-148.6596870002543,-156.860528322983
-142.87830032701984,-151.4373878027484
-151.86832695208042,-141.30080171559473
-136.20261137333014,-152.26408203959548
-137.9813934480318,-157.15624687356774
-138.34908798346137,-184.63153859807508
-144.81210871062217,-146.7293187561861
-133.4499699543672,-147.80958735561794
-145.81818927238373,-149.94374221623212
-163.4795641688728,-124.61660049394163
-149.35610150041128,-148.2867007571074
-156.3282861296548,-144.0614412192967
-128.6416500153794,-144.19140508199447
-172.27340657911625,-165.4339175079438
-108.67570802457585,-118.42835811072317
-140.7387739748872,-152.89360102887045
-175.81160755282116,-144.80157874942952
-149.0531015763814,-130.4266102949501
-131.19094739711494,-140.37015858399639
-162.4757215386734,-170.33006680356527
-155.21890535095477,-152.3342928099589
-146.1962761807801,-138.69410321324872
-145.87411781205293,-142.31120225267725
-154.77367812048115,-146.1325901363288
-120.58441876796601,-126.33066265611986
-147.15753341186442,-151.7480796164832
-175.91267420516604,-146.99329787494287
-168.16444156035226,-110.77185479356166
-130.8833678410935,-148.68354402080382
-139.46557631448928,-172.54405949218184
-113.40745364156899,-158.35827553497413
-148.43033433658684,-107.23191916425728
-143.51291712117902,-132.32544938830935
-149.39016940806226,-105.64867699568686
-158.42383664848182,-136.37012352278646
-142.5661842849855,-134.57895003553784
-120.17079471781699,-127.30363632476737
-154.529068557163,-169.73555172990203
-144.13636324293546,-129.190576605687
-181.52045114075844,-187.3755239692362
-121.78507976653289,-186.65132870069223
-183.55153198428874,-164.6014850495409
-136.47516701280364,-122.58321864042446
-162.17345191435496,-145.40162459057055
-157.0060274091915,-134.1748985037442
-129.45766865258605,-148.35596125072107
-133.67968405002725,-143.29135117592907
-139.29390546426373,-135.5175323626137
-148.4244120877295,-136.84777264072372
-130.2327846768356,-109.97713330066928
-108.62437697635117,-120.83110973197368
-119.87189388692953,-114.17090233401842
-156.1913829887473,-155.53281336517892
-128.45576720640875,-126.87565527601141
-148.15886372741045,-169.81759024440606
-161.52853744959194,-134.5785677461915
-132.42575056489517,-128.89868126273873
-120.02114367261277,-134.67857798596188
-129.0789082867306,-138.93120418084808
-149.46224903728313,-127.17441198037338
-121.36598747068358,-120.43202272590094
-191.12853625404463,-147.90660908544393
-165.35591639744473,-158.0930107948197
-113.98381202357666,-118.05034094150638
-147.73449518613836,-130.18674207023903
-139.24200424929182,-151.2722364790256
-128.31643211818746,-143.9658481939883
-115.41359453976715,-113.03458223529141
-162.12873099763655,-122.49710555718221
-134.44602938745405,-131.62686797930178
-124.18255868533666,-108.01862185820616
-116.88135050249866,-119.95753650447432
-146.7377596339994,-133.9730830462414
-123.18964267701548,-125.1309705536229
-140.16581655292478,-183.40969187556567
-118.12477605339568,-128.2478464093134
-133.83154870160564,-140.4652587794329
-147.14859238524423,-125.67156332212967
-110.97503356957183,-149.95504061171712
-152.23462796329588,-139.67076634766954
-174.01724731637213,-165.40101563281252
-140.02849225057304,-115.1293481897158
-148.20116282357995,-129.05451644381262
-106.76793140896034,-157.1538607324673
-156.198387413332,-129.82326758530291
-155.32703561902804,-154.74172631692895
-138.90857480119678,-128.50384730659138
-166.87822517468732,-130.1424635993784
-143.47510086106485,-161.06670574834587
-146.9514391645003,-124.67961958318317
-138.4661552314631,-130.82153042774937
-157.91129260241857,-144.76358467867132
-129.44544620181668,-152.66546482083677
-118.49447345048296,-97.45633743832512
-139.4409225895419,-124.14415856420116
-147.13885095266932,-161.6123958395545
-137.2766596349584,-161.08923105722184
-127.15390589723309,-154.01648064675183
-155.9470869355022,-150.87330239822757
-136.89146369276492,-133.97498124010977
-125.66126791366297,-118.75371920267672
-159.90425251229598,-131.7799681604302
-105.94321636500881,-116.93188410979718
-132.68758322013224,-118.27189908165481
-132.16240727865835,-116.58199838148076
-159.05415569432986,-118.92150453898296
-135.99734628716598,-102.7660494632877
-129.1386464977168,-143.81230001183124
-136.07695632159363,-124.76648612019633
-137.5972916412186,-133.01338380227415
-129.72735430141745,-122.05044205846352
-141.67643034666162,-111.63506547333262
-120.26245940827965,-154.50688218292743
-138.28992817250213,-138.73998269977798
-138.91945121785145,-88.90354109603885
-118.38846391404795,-131.76675077200687
-109.45721087046152,-128.5732580155346
-125.48671142459749,-115.74020578576729
-138.41807884872813,-108.88235956640696
-127.85454660523716,-167.5707370143031
-133.33232017816857,-100.61892626549911
-107.71974269356534,-164.25812652575107
-135.73937182255716,-122.30674146002461
-101.1671678061303,-132.25489226592003
-151.69088199073988,-135.87894530230562
-142.99702183656552,-144.03050158771666
-122.80534953563782,-124.57146130902727
-132.38250583995858,-118.26801079395659
-131.12208680779148,-118.4985342043608
-113.74070502014452,-134.47295558925006
-122.65274548963465,-112.78266604173933
-132.35680896865094,-108.24982125119469
-137.5093006230877,-132.05834358860344
-124.42524928978783,-120.74111032483634
-146.84934787703372,-160.9537391528511
-106.37523457266587,-139.68503074411666
-113.48607085161667,-129.9097429033966
-146.10643111794784,-163.9324056011824
-129.33306239797523,-149.41909688200758
-118.89942440346283,-123.95497691732467
-142.1985441585254,-182.70700613411964
-118.06949412221067,-122.21451865124362
-154.41284488585896,-124.32146222870053
-124.26153497096468,-130.19604914744767
-153.6993054814418,-119.99189891415014
-129.0888656737875,-141.9528032053708
-143.78585599138557,-114.81197005358202
-100.23659806845883,-180.36957624778069
-127.05987680297959,-118.17805498109499
-124.75990960460234,-141.10346924774925
-128.5663162610224,-113.58310107919014
-113.73914218551903,-144.92826286200523
-137.19531001278054,-131.17767381471216
-117.39585980106577,-114.49382658668767
-117.90168263666799,-139.6960919701336
-122.43533173841112,-120.74296353474841
-124.33964678071281,-115.20099510748352
-123.05046736805598,-135.6840463809808
-135.58374308009897,-146.24636456053275
-122.48814938066687,-156.7720039097743
-130.07187561287816,-126.2555450630572
-95.67894262122512,-133.45208281693237
-136.45520226484285,-131.93914494709293
-119.00632703918744,-127.97246878164239
-114.03207733433574,-133.11304880221658
-160.66295129824962,-128.42557196861634
-135.4402494503559,-134.35227195490305
-123.26738055685254,-146.45349422130764
-131.88355059900255,-141.8958242159683
-118.58591339181059,-123.89004956139878
-107.8967661565995,-133.40046874268452
-168.41955446145835,-133.96921417647573
-145.31098988768997,-114.22479845414621
-122.84044464350171,-135.88963864918972
-120.57047410019389,-132.089817609736
-112.56984388693901,-134.0746894139601
-126.77930969725655,-176.8509429082665
-129.84313018666757,-162.58496856746723
-123.97446099965654,-98.57924588975663
-134.20418639360537,-141.67560672506974
-111.308157640824,-127.90762623809981
-111.86193349952845,-135.4761284828934
-127.37605667194029,-149.63808277831617
-137.12329454568834,-145.33888945670884
-148.5132306744133,-112.25770452475346
-154.3168688876413,-109.09952174263877
-141.98079885106807,-124.76131746614699
-130.4106375184388,-134.47600790405363
-152.36737701988483,-146.16786004031073
-103.0040570746812,-152.93275113379985
-122.48818886972279,-153.11678479277685
-133.1816019240946,-155.64031172793312
-120.1075368348282,-110.49913350776244
-138.9880195686808,-119.41786119029679
-127.00117244790347,-136.76439103825285
-148.66003294979296,-119.2570610217752
-111.1174092457954,-99.77982367510918
-121.92403855752292,-141.92062261644514
-119.18227706397984,-127.52799023760515
-144.77814072383705,-134.69166231122958
-141.33939564760846,-144.30235839703525
-137.7649971469196,-119.64024691515426
-144.30494337549948,-122.02248276092072
-137.42609527454715,-140.9335755779027
-129.92952885785274,-130.47831310742214
-122.20955858780509,-127.60933658803447
-115.95698699006729,-138.6838941934866
-139.28457537200885,-101.33374259877962
-121.95569820520284,-109.32323055800956
-140.35447028659468,-124.93173210012316
-116.78686151236569,-142.25554782840697
-141.8133116438638,-181.5018558112757
-99.59363442375226,-106.0764052244471
-138.37059399983056,-154.50772516980598
-148.17741326192626,-118.48522216485901
-99.40691113237155,-121.75651095548095
-101.82601027794196,-187.57184563093492
-139.95552418006545,-113.88221520450348
-149.1980908084212,-134.31734470649977
-101.02229071491948,-129.01853628603064
-131.93472016151978,-137.1574906785182
-148.00001661616216,-112.95343521571138
-126.26916584374288,-142.00856989284412
-152.850715139777,-99.77964434177245
-141.21918696508055,-135.7435732082113
-118.0348142835945,-124.41580066834796
-115.65957001814225,-114.09165511714808
-133.4856841258111,-126.82825260676633
-133.4946705565427,-128.58392666240647
-117.37524270928357,-129.2268588898574
-144.59722055044557,-106.92295901907664
-120.31634233683558,-124.02010857389224
-108.09865453842883,-133.97925645094912
-113.11179756803021,-157.48987509948734
-111.62823674481571,-125.550895121702
-110.3662533891804,-114.81727480487868
-144.80096751624777,-142.6493625173611
-139.17187962499446,-96.0548584059227
-129.9518124241843,-124.82879675012083
-113.53920888910052,-119.1543836977945
-134.97465981543863,-119.83095104793578
-124.04270770121228,-112.61785211598752
-106.62032993637222,-134.51954026369665
-121.25883345100782,-139.94336473372977
-135.5662546254813,-128.26589645153464
-116.7696169178342,-116.2553381005283
-115.87636988190165,-117.77920760456072
-113.5898424013719,-120.80828372488207
-110.99762663555663,-127.11249335546181
-123.27689344494301,-140.7925601954221
-109.9795738853342,-107.82861566847527
-140.25752323399675,-124.78919384008077
-131.02162670528213,-126.06956067254752
-97.62557599574198,-154.72021792929993
-100.979850125687,-137.50875148203497
-129.207216628826,-148.90476045225438
-110.09620831836195,-132.2119781463508
-120.15574511802498,-116.84443218090078
-116.36470348004306,-110.25406785286074
-130.4399708579572,-121.53635668950311
-133.27395776457877,-112.14656016961018
-131.8295479094914,-108.43599085279624
-123.04350074351268,-126.88856017198086
-120.84010580907426,-121.47369813806807
-142.25209160980188,-99.98230402655145
-131.53915938407414,-122.17462571378519
-143.81795169281665,-134.02842628326403
-134.90778913306963,-120.13635090788544
-108.06275288110857,-140.51914583025678
-123.78552775763693,-123.9968579421023
-112.48606245850185,-114.97622017251743
-144.7213077004183,-128.13500569494178
-121.07689791875441,-119.76159466533211
-110.04480501195394,-139.54478492266406
-139.02193455838486,-110.59077210258944
-130.4844755527353,-94.91857157901775
-123.09281553275532,-105.82887845647454
-112.23106023705706,-114.1902560614866
-116.01767677010386,-133.19626593640064
-151.14525730961088,-142.02506103498575
-118.57824714933629,-134.6277946480585
-118.3124182723084,-117.63478824946802
-121.39943653116991,-102.0727945471758
-98.63959127991366,-155.49956264486022
-135.62970212700176,-99.4441604298793
-150.15046525189106,-121.03327343980732
-140.14364781384637,-140.3823943123895
-124.39938284184163,-125.10306875829556
-114.34565020152124,-129.14412010328962
-134.20884563510907,-98.3951882187851
-92.31273656265435,-169.0566812535714
-125.86906315964852,-118.0023144246908
-135.73449872286494,-117.536245408898
-115.94169589768745,-116.82391139430588
-92.34996861940442,-113.41691636821871
-129.87808785970785,-121.95102456989568
-139.97487121067337,-113.92209994800014
-157.3609286711756,-133.65226168957133
-135.7817215896705,-124.63873130873044
-148.78263406914897,-148.0404485320456
-95.85574352400147,-152.37560982282602
-122.04361195041218,-129.7998882490709
-114.5694940823805,-111.15296954871135
-117.72229587939387,-105.33408299756049
-113.98866347850218,-139.3743507677189
-102.39122492029622,-143.538607007566
-120.14751555691628,-108.36263620618611
-117.56294935489416,-108.47620378506687
-117.4504582791506,-85.84713406570715
-103.8066491523428,-136.4953174822105
-128.2657406666964,-142.9303756095493
-101.5568113340427,-115.20547816208268
-102.45744001323989,-138.10542560334366
-115.6565713014081,-140.64169882242763
-135.6138148203355,-130.49702436297866
-149.9026485961312,-103.79965074913443
-126.3892180291954,-142.53104744392343
-132.96160573703378,-137.56042415476253
-105.75403302360094,-86.52224133414512
-96.25898367180397,-132.6386218526475
-113.08478250617166,-142.13764857528844
-113.93930433755492,-155.56532576852217
-108.04053032197533,-123.11078711264821
-118.98774926049387,-137.50890606623622
-116.28077471713279,-112.25585972520868
-123.94134364530912,-155.5613364420659
-134.7289040900365,-92.79414969954288
-123.06788280158649,-97.42433206177408
-128.03637775552806,-123.69604728794529
-135.61152048510903,-104.96825044910526
-143.5635260159379,-143.998780163323
-110.12357669704507,-94.69370985320204
-105.43037044355795,-99.25838835770196
-135.0127592229533,-131.13448106896294
-101.41752489894654,-116.6382961083885
-132.0741040721668,-99.6085830299567
-116.91321458703273,-138.39486511049415
-124.56213907364243,-138.06592723224472
-121.5810444393214,-109.08957752884682
-135.7634496495478,-136.01892136260037
-121.47419664790337,-104.41584183347726
-112.34739219820045,-140.8803842331414
-96.21688161470553,-136.10205891402873
-109.56275201939515,-150.13136187548628
-106.17577388646572,-94.92813338647764
-125.82856023800022,-113.25679608691932
-115.8760714131245,-111.69624003403179
-146.30456949686578,-108.5936846523652
-128.78314852880536,-117.63684249538635
-108.64443841782574,-123.85093014186545
-123.02952019858239,-136.9306390949634
-121.53727947887134,-111.03988365203992
-133.11304105222834,-96.78964546472693
-113.375361552653,-108.39311548031273
-135.41279432702942,-126.83409471475684
-144.99954380434178,-95.06672438382981
-91.04751377043233,-127.1749852545999
-140.49357373976545,-146.53120702692314
-112.92353099587707,-108.11432353280472
-120.16684170285801,-93.60757031052673
-147.1083976661903,-138.29106113852183
-92.2079053571656,-160.11598367584818
-103.12052123355888,-137.78844528404886
-128.20217681560135,-111.67575121983282
-96.72180217397167,-126.18363901491854
-130.2941906563261,-95.29120907091581
-119.06227790735484,-125.6175297785154
-142.6972868529316,-145.40996820226155
-105.72414128177603,-98.62174922265284
-110.10716979616927,-136.59275193972024
-129.50487939894748,-107.45736628805139
-139.65442434670268,-100.4337874640579
-134.32938959352094,-125.19507581516791
-153.81660755178157,-124.57395260623534
-97.7525509210369,-100.39066071990182
-121.69400321769028,-111.05956166306618
-135.07569266822426,-98.92528982488459
-92.2858504758439,-141.92984310099203
-132.94251421148974,-112.35244428781057
-110.51183390979128,-123.1154978117837
-90.23217325895573,-104.7318086877238
-98.41581624386203,-106.8758959407633
-103.35760222944657,-107.03294638554786
-121.18465564821038,-98.24827348699122
-116.0970236250423,-115.90451053550504
-125.98492923190089,-96.58252650656539
-130.8342793207608,-106.73152518693261
-122.12806485532874,-112.21081053560765
-117.76385227602682,-113.02206556421277
-125.05481833795136,-92.84185241781319
-99.77714465557288,-120.2503328796793
-107.45596599212963,-116.95008875541262
-98.29290607544999,-120.84372860091943
-107.97211257888226,-115.23401296738047
-132.3923408900348,-100.92790316511326
-111.76933720232361,-88.73698450023309
-127.78193753350799,-130.0206700893644
-87.62673662140283,-110.2534364640871
-100.7644850348978,-153.44751173499625
-119.7298683808591,-94.64906972932228
-92.81410472984247,-84.08884767943962
-118.18983094483663,-99.97007791910744
-141.58790575499697,-105.69646920307939
-99.02601978731698,-119.41670003723611
-98.55305971199935,-119.49946570950425
-138.25012424784848,-103.77281737377103
-111.62052891084292,-90.87561695519383
-103.70246442984887,-112.08804128969331
-113.2417799505295,-138.1959593504422
-131.86085193900908,-112.16270748681615
-121.2593672387648,-135.30975632778188
-116.838247423659,-108.74065598951854
-119.4911440405079,-106.4467622439843
-114.62332753089008,-123.73270246135455
-113.77403898037063,-98.10233612500338
-114.04384295627128,-131.850896106534
-99.36031765506527,-135.53143127413045
-96.30775857525585,-133.52873281933253
-85.72149868758869,-120.12302565784132
-106.43592199895738,-104.91395338330673
-117.64004278940442,-136.00960248503114
-140.73249933467173,-129.44759359471547
-126.25352767606334,-108.35379901144886
-133.17167818976154,-101.2341914043783
-102.9344265500107,-116.44133398367497
-107.49935081292188,-117.59464419240277
-116.39410788477292,-110.25740447768604
-150.03812752092006,-110.16125852667041
-128.8079302117653,-120.01337045390868
-102.79868574486436,-87.64207359074776
-111.91672977726888,-89.29082005096515
-117.00664600867705,-91.39469525106308
-124.31464243606959,-130.84138736473307
-121.96811214583617,-108.04490779990232
-106.62710379090205,-116.68872259251015
-129.21591000936365,-111.22300675692331
-124.79165880413244,-123.51491032388004
-94.17342575257713,-95.86258137946852
-120.21906169858156,-110.97002026572544
-115.73530285063883,-103.51953967825432
-125.85041474599308,-111.34101726351983
-100.93379649640373,-123.93168897577483
-108.77462536071027,-103.9059903973186
-112.56103622678604,-113.96575634638747
-118.5566731810166,-107.05739533943844
-110.14924280518163,-97.78174827606571
-115.62487978554594,-88.41424669138014
-128.98344692668792,-114.66487935003097
-123.4762867662246,-121.36029722117249
-152.605334744824,-96.73806704681336
-116.88023666919669,-130.10630948137904
