+train,test
-119.52007082838118,-108.63689835057562
-123.04594857205298,-150.63421968496195
-97.11191588671167,-122.0413014787342
-106.45751383448602,-125.51976933715717
-122.6682841845402,-113.09382391012909
-119.80017346580442,-136.23178419125537
-109.68368792021751,-104.86156947868581
-152.22829446700803,-148.93520166371542
-133.55078893722245,-124.26602051592677
-104.39627990346281,-124.7877251339239
-110.99221924869991,-132.36589744069815
-119.67855882851212,-124.21931496140792
-109.28010306248088,-108.3238254583965
-108.25876272432942,-125.52741615290395
-118.6495756388312,-112.7179651229597
-121.85023585893674,-129.833272658495
-125.31065008320613,-127.32407033035776
-110.87894792859318,-123.97951654491679
-88.85836153214728,-131.1738803709011
-145.67154370547013,-100.95968942450189
-107.25854283032967,-118.6020555762166
-108.9673970693956,-94.87700867817566
-145.58135360170846,-143.16567979598346
-115.1539043043796,-101.04662830999408
-99.97471992364613,-109.23579031273515
-110.07824828866377,-119.26679648052152
-135.31436639097663,-93.57680115432122
-120.16561292877827,-131.04749641968297
-119.12287740513517,-117.15661476968982
-122.64491544389476,-92.16664006808513
-119.91056307878306,-139.34337290629716
-122.84343832928997,-125.23358365105317
-117.09837786383143,-120.14594949393737
-118.65931812191494,-118.53490884497756
-119.81462768288979,-126.51261649392735
-115.46230131580856,-103.01056702172325
-102.85616196661813,-111.36842944436806
-112.1818477969866,-158.70000762641286
-121.33657095453961,-116.83423652458877
-133.73253606576225,-107.79031455935119
-120.5055689034856,-142.75924255522546
-157.5529824341274,-99.86589014246746
-101.9326230130034,-110.24795567464817
-95.82750729410192,-116.52032176756546
-152.39172746641424,-108.46283605760632
-97.90501978851076,-107.08189001678258
-106.73722744268531,-100.1172720551104
-135.88286901485816,-96.3288421184461
-114.67251402102814,-120.95286881183468
-172.83370586574446,-140.73185640904595
-101.01605619263863,-90.08451126430471
-131.02433964271268,-118.84790967089721
-115.44688492917977,-125.8159018575122
-147.7669648504442,-109.99295627861896
-139.10912432757365,-138.6471355246447
-118.20737871410168,-95.88122546376304
-109.36039322312818,-106.33262129765345
-90.33066997747012,-122.46636568614369
-117.69770830937956,-108.82150909848593
-108.94757122760075,-103.84713239894293
-102.46025491844377,-137.7961338305696
-135.61948745005128,-106.31263050792454
-151.45273885690557,-95.46484118502373
-126.16029476247508,-105.37491413909368
-135.80425120802568,-106.94140976242426
-148.24146426099173,-130.23315053884272
-101.91493738211803,-120.20156291105066
-102.43399500838103,-105.44019097375788
-107.6935562199856,-111.4786025968728
-109.20649347669429,-123.65420305844347
-117.35845914216542,-113.94791750631583
-121.93752158507816,-108.082398651758
-112.78502423874733,-93.19442366680828
-119.59482818226819,-99.78716693958262
-104.93634913049179,-118.82676671635778
-132.98892151436337,-89.9359613539863
-97.57303382896472,-89.50572352721638
-116.16314396740651,-103.34849987193773
-127.45663121177301,-132.51548184892425
-107.27183871758663,-143.91000913417395
-110.51748706368771,-126.94407202256049
-129.94536750881477,-119.74932995713213
-84.37838065533829,-83.86999550697081
-117.06437319461082,-131.23920093732104
-115.95278934374879,-92.6887368760349
-108.07819787220727,-140.38015384723
-156.75090745244984,-107.94209793015855
-134.55284571508747,-107.93875767717196
-123.51821012197165,-121.5406937722333
-107.2921348314856,-135.55484949047388
-86.42845087848556,-92.9927259178735
-124.74665642980776,-117.70216573836731
-117.76801475982698,-132.2063357302135
-112.44423575207492,-85.96687337909731
-98.06668137307129,-130.07325109604648
-94.95350586546785,-130.38350822077837
-109.76641596640266,-134.20147368219693
-125.74648541927519,-119.46629021391857
-120.06069635227907,-128.0655563918779
-140.03204556008444,-108.78074222670259
-100.42869408401329,-125.24480930435851
-147.74595974449875,-99.93189955343846
-101.99896717835924,-91.2636345161898
-119.07777139477261,-125.96566522344983
-100.75520733326944,-120.61835422040258
-104.64329157305315,-127.03521508292695
-126.67316583472221,-120.32113181850481
-104.93901186371934,-147.38669766341172
-133.0428132981254,-121.85770310415992
-134.52744615568233,-117.52938427504414
-137.7585517099872,-112.85898380194283
-125.33512230296101,-91.41687344045725
-99.0721345655354,-140.72154448000924
-100.56518350980694,-99.2582333047949
-90.11612523034768,-131.5096061929384
-111.75982796492791,-131.02009545011362
-95.00121568638693,-108.6309684243457
-118.87185023298987,-114.37118638086974
-112.90137088303639,-100.90114297319816
-108.47117750446807,-120.5296121022571
-123.65038383603768,-90.63103801242764
-87.3617559574624,-116.13273746725295
-136.18854602956176,-148.82124412421285
-105.85878211561364,-105.3568550916102
-107.53264266684872,-113.89001243232595
-111.32028821511064,-131.4789823282088
-127.70803738674834,-139.07000513160742
-111.86446104688298,-112.61846853896165
-117.04468487538989,-109.45074639552725
-128.14785501415926,-112.10022883958723
-121.29442806543231,-112.9321409853495
-137.81706673458606,-120.5541675474206
-109.04784052189795,-119.15490610039232
-97.28705963606542,-91.9607035555583
-114.79525556056127,-138.55875800493646
-119.1989939165439,-113.92957526172052
-125.8098149109532,-105.25743003028576
-119.88921309778495,-98.08065915272329
-118.90279662370428,-101.1855226365483
-142.7214824559661,-117.27904313897534
-121.72541332478251,-110.94574714862598
-109.91621133343439,-139.74382608941264
-101.41138152114017,-99.49261155001463
-146.95830892389884,-114.4154584301632
-107.16399040047786,-118.35889010315326
-115.4301907474467,-135.55464719421934
-140.6374741177997,-103.41706900979521
-121.33614391838829,-129.2177964841646
-124.2487253879435,-117.15560787075209
-105.28620655141795,-121.83440184527055
-129.83633981133426,-137.7354279488772
-106.5777850903054,-108.24873383877444
-118.7722964383864,-149.53715981662668
-124.18699898764326,-94.88342753957897
-81.44192888368798,-105.05188566947788
-126.59171610640648,-132.13757772333082
-116.22138700465018,-126.36720180271243
-152.76693142771947,-115.56472091079152
-123.58582126005793,-88.36322705616301
-103.77727952741765,-103.19522765298248
-106.6548653672599,-127.92536897139576
-133.08557116684838,-133.17824271859794
-100.11994385691526,-107.50701933446017
-122.48790387307422,-100.4749984633496
-142.1495389856442,-112.58953895276
-139.67524118475157,-99.27014885577326
-100.81385243668964,-124.07536131837834
-112.73871907628912,-83.56724943032212
-118.57326362157474,-137.7731768836018
-108.70558470179023,-100.81361578998376
-122.10758671826122,-119.18737398188483
-136.7851119475103,-108.88905450439198
-102.9388192978388,-142.2196026955357
-129.24018630165827,-132.8968418434728
-163.57771990899133,-89.07249110635917
-107.49244210519075,-116.62055127126452
-134.93069163311947,-129.1866860046882
-118.81651671099317,-95.07602677961458
-120.3603350551758,-121.30172907882387
-151.11334183061527,-121.55817812925409
-118.12730042840857,-120.09339228785923
-122.77481345936607,-97.90981487303634
-99.48797414864758,-130.17611353910917
-127.73562568926211,-90.9564394114307
-114.72033793974231,-121.61855879606475
-122.80216598991635,-102.86059030995023
-138.35918951670897,-110.24156351265565
-100.63489829931369,-143.38554597355315
-113.69165014704029,-136.89001945873028
-141.61319772018746,-130.52946866278435
-107.3738946487147,-120.96592671333013
-114.67971883844439,-158.65067536931988
-139.77240990293356,-150.89860651738462
-106.75760426556477,-133.36004302799975
-117.93320948852079,-132.96220307128684
-126.68423169344041,-108.0508531780966
-111.94834709459997,-108.8447723784607
-101.94109141633736,-117.8405057371842
-138.63623013960765,-134.7888924853403
-101.63102917290593,-113.05189383719207
-118.24736509745463,-137.05892073893725
-115.17355043353463,-93.44729698000705
-117.89244994759167,-124.93488017441926
-102.19733319272734,-109.66206490668344
-119.2730221958133,-115.69764899913407
-123.39912208563292,-110.29774975785286
-106.4177190092699,-92.53185121052438
-118.41518201801361,-110.4609533459378
-87.53981727439073,-117.62772341066504
-111.67088664278356,-92.5351698108779
-131.88828935925227,-133.29928884928222
-120.6768277089684,-120.35229307920267
-129.13314073648016,-114.2109538753499
-95.3684748363196,-120.54294173840367
-106.35209445810366,-140.93492012482096
-107.52850913115905,-113.94391136603947
-132.41260051668925,-103.25200374106319
-125.96843422686423,-134.0689475381049
-114.80160716309668,-101.24695521581853
-134.34176611547252,-117.69880287427512
-119.97143181066602,-115.55177444599379
-124.29422751847004,-88.31777664576713
-109.61543653344452,-156.28024252247425
-123.0735006888766,-151.97367350202884
-133.47211505338475,-126.24349232075895
-127.99101458836356,-121.21855597117715
-114.64849843975158,-127.9599663416327
-136.26067909031073,-110.03822531135913
-86.0644165544751,-125.04880334994093
-106.54578441197854,-109.71957047437564
-130.64715728217098,-114.25090845737401
-122.67042271713953,-119.67196714250427
-112.57363021239627,-120.39749282310628
-93.0246863868601,-109.06997672091278
-108.72982748661902,-141.88956710441994
-121.2396446709216,-122.06844712555598
-100.06103582056534,-119.71949908286078
-97.70033257019517,-101.20980205436908
-141.79744057562576,-107.40886912498831
-127.38411452409618,-104.61032143827593
-77.40253016006979,-94.9165532719
-115.70637711990037,-102.83834867618882
-106.72232022671906,-143.5291459479144
-145.53047512248148,-123.66747221385845
-128.46366162176056,-130.01780259882727
-121.14549519326194,-122.79829924239326
-138.3685243184206,-99.12118158414599
-120.04707860854306,-118.72936792387884
-110.73475146081022,-124.19085594497933
-104.43838555030005,-110.14303321752243
-103.37379824700994,-115.37379844419637
-114.18015091652566,-83.19919856245515
-104.28156976934928,-113.47889446728435
-148.3240321987492,-109.52218815116491
-129.28449421612206,-136.20184700016256
-117.18641184362161,-96.73877725530815
-129.93563382958249,-130.69224790706005
-103.29863652619544,-112.4673691056484
-135.05063779248138,-106.11617318573607
-124.2314801240719,-110.44964704167988
-133.45163128126464,-151.47733622775948
-104.83151039918732,-128.47913185052798
-112.56532934844593,-141.65347659908844
-96.88919254208761,-119.03064974609293
-109.26834902201776,-125.57451368957416
-127.27495929801795,-111.6222250069999
-86.84032877118086,-140.8348854005933
-120.94665716843261,-100.04838988244678
-129.96257839450817,-126.93373510372506
-100.9468000859481,-144.90451710429892
-113.53571811997534,-110.42678716745309
-103.41652064459757,-123.52287982260091
-144.98497307240436,-75.77695529901419
-103.47576790033845,-133.23798307490023
-86.41627518266375,-114.69344400022702
-116.19342796718097,-114.99685222205224
-101.24552994888013,-108.45962035652306
-128.30880539938536,-112.48325750542682
-115.90571076314323,-110.3593454544477
-123.65921000013356,-91.79073927431159
-105.7083812195393,-114.03141768294596
-116.31922969174138,-112.02092484107786
-99.440091381342,-113.97535427581856
-99.12168034802426,-98.41171807951903
-123.5770394427175,-111.61041522709623
-101.00257910520111,-123.03815223237767
-132.31665918862228,-129.968613270032
-118.46735625708611,-109.98134858873212
-137.0554788476802,-99.71990642376669
-150.62811473766794,-122.23125462561754
-131.10959858695296,-120.0729278828122
-110.41863019432823,-120.53729070326251
-131.50613196987624,-99.0088272178546
-125.58726983496466,-127.79106758445133
-132.48057244003843,-136.72161959363655
-118.6102194495936,-108.85746866727153
-131.9484222899802,-108.86742104338406
-117.30754538154716,-95.02630981227753
-97.85520780183732,-106.902987383896
-134.46523539928128,-110.21034179722157
-133.7846683306597,-121.18407793741991
-114.12657528137922,-124.9307570717536
-143.91472064890903,-103.66761951256309
-86.82836133356861,-131.29678013506833
-126.7321655724989,-104.10086300499945
-112.01545817984,-101.73035958971711
-117.4330852065078,-111.1482507988953
-115.4971729217286,-121.42011692874921
-126.17160044304079,-118.19425892744631
-107.27413682097864,-137.31627000307284
-127.99896630051828,-125.9761403188925
-100.48621893895049,-112.95102383258248
-122.37926899986446,-113.87748712658623
-127.96408230367497,-105.41432800923143
-105.65575261332586,-124.45482190049539
-104.46622848331224,-98.99825936671883
-161.5348319827106,-136.9321898159665
-103.3847998680177,-136.5023510258423
-106.66087728386123,-127.39200721836475
-116.25879357982187,-129.3811589489202
-121.90424711037785,-116.71590138289459
-135.81109507358696,-118.36063050182761
-102.76276758003611,-148.21320343246944
-108.30709420723022,-121.22363228419096
-154.59232279762048,-93.35147042780983
-118.76983092450801,-138.37295970411066
-116.39530159593915,-131.0161398211466
-115.97004610954345,-100.36536914579516
-106.28536164513059,-163.55337029011312
-117.3568493048138,-112.77303189511753
-121.28954863594771,-106.89354332520405
-114.42668815873924,-192.07275277990547
-134.41707859102814,-102.81831356069306
-109.12052322908596,-118.57921160973034
-122.44492936735853,-142.2646415433455
-120.37579808162218,-140.90167860609995
-105.90119066399419,-115.18208680798101
-110.70588175399386,-144.4743848383084
-111.90453677630522,-119.71556950167196
-110.8932855520238,-115.55894496408317
-158.69773784103347,-98.22634285862037
-111.73824964034063,-137.8137820295523
-138.42820292172198,-120.0590689970815
-105.92338635938796,-112.65477781571487
-88.38272357848007,-123.03551750341397
-106.21997245405755,-117.60830586409487
-127.19657537177183,-122.77549272304782
-121.76824656977202,-131.10596090955823
-108.38676516766698,-102.49392658046746
-144.3863911194802,-142.0630701012227
-100.20339113661917,-105.68781219746512
-135.06105391624618,-114.242731968258
-105.42133546842538,-105.14400867354084
-114.15021309414358,-113.1748173409798
-134.4887107430087,-149.2976748902821
-104.23088079398457,-122.04818860361341
-156.9064349428868,-105.19703943260349
-106.21214139428493,-146.47763682760072
-115.2084404950743,-125.90119710713303
-139.11796439171434,-86.79058532597678
-135.89254414496628,-149.97337662072135
-91.4462313488243,-84.26190604272315
-102.07937993071475,-114.92965242170614
-101.91465027344138,-99.94983219135909
-153.02673186790886,-119.46389002011402
-121.88711297067894,-100.96064351225542
-114.29983896445253,-107.21892519395674
-122.25954817738746,-128.91651553630436
-117.23828812310147,-140.28092273219613
-142.01308637113803,-93.90456756390475
-119.94965607622169,-94.04032681789083
-129.71204712474503,-136.51521669890118
-141.63836544885808,-116.32651926881341
-117.51776645392356,-111.73403386376964
-151.94274127432598,-121.66106767226441
-119.15311030342812,-127.91765817899558
-105.96008320727606,-113.42290138622432
-116.49258282082468,-116.58729103393668
-155.8095117749005,-125.78008852289022
-125.23529595233708,-110.33473835166858
-112.11503762814603,-121.76021554615777
-131.12615576373776,-111.92984176658334
-125.12425385320955,-121.79697367165234
-130.32995084262492,-115.85403734544572
-122.48667322730026,-116.42662167072608
-134.22197126923396,-153.94576458480253
-108.78752480779322,-112.48276572005898
-115.98785398441686,-128.29140186751138
-89.99285164911099,-117.8996290459435
-94.07258529347108,-110.92634476797485
-114.27374703226931,-104.91185402504514
-128.9506253549558,-104.29945573634804
-123.74461021553653,-90.14675772446294
-114.1731880968481,-100.49088968979484
-121.06823944618958,-133.4782226599956
-117.96235840625395,-99.70365730817916
-132.70829545798003,-115.11276568848274
-134.2083691834528,-132.06621427402098
-105.60725813367742,-115.98807315618552
-148.51580067950127,-138.1416809133116
-125.43402149142263,-118.35481317991545
-112.80396816701834,-105.34563863845953
-91.48118087306065,-98.0956491215606
-107.95363235413555,-97.74470351960012
-111.73495774777534,-92.51580218202996
-143.1151213705977,-112.49519836264756
-109.52822903523543,-117.90247850754692
-93.62155775936705,-109.06382948702301
-126.54491080151064,-105.49920737127692
-110.00141907106489,-118.45864402161178
-121.26391168706007,-110.53498843080565
-102.14443438515197,-119.16770153610011
-119.44425968647609,-138.21895406064948
-99.68521825225118,-92.62949308018882
-120.79773049257116,-121.02169882403221
-126.80698573637488,-118.1697294386929
-118.00503456093017,-143.1071571279188
-89.17878092352922,-128.70482289598223
-116.1818027209157,-109.91447596112071
-107.06300330422508,-101.37701851694506
-136.67882067270253,-132.46479226148196
-136.50465960792258,-103.96990695372081
-106.49540616868475,-129.43603572898255
-137.79438197412395,-102.19629015671252
-133.91779345317045,-134.07772566797192
-136.4264911541775,-122.74754642372791
-108.58394060235372,-110.50490196129483
-132.44691176406386,-122.09942280681337
-102.85107148220207,-93.7846545676799
-98.52229263824577,-120.10990149626375
-119.80393076990049,-137.7881245765036
-130.15992982700777,-118.75682342172651
-119.82672761379696,-112.36770015073101
-93.7761854884517,-130.42140214806741
-126.06747937667484,-115.57382572450805
-88.70022913479453,-136.4410004085185
-138.6109148555803,-106.07844563387764
-127.1387850951945,-128.98244258414613
-104.2132566622927,-105.63045637146053
-99.32787815670359,-124.44343248133256
-126.9012812686451,-101.08128696188473
-117.74132778461036,-145.69679530470268
-148.57051433560807,-134.11309985634063
-94.84407469089886,-117.29223679858416
-103.89756318377482,-118.29208807414142
-113.62300891477146,-125.2580477358262
-106.56242393023223,-106.00750011770505
-149.69763212360087,-112.88523449609717
-87.42900473868688,-101.21333354339842
-95.94192276202742,-114.28092790601384
-104.52500715869853,-95.68475610322497
-141.14274988824837,-145.94922430172815
-124.69432704855721,-97.02285660042928
-130.72367330384208,-112.40022946569155
-95.98008646081048,-149.68910059522383
-119.05179099899206,-108.72206221361404
-114.64195775758706,-123.0277347606747
-118.82112720381895,-116.84806635431545
-95.56602860022832,-106.36025975415653
-131.4489267643226,-134.51119263997077
-101.80365095159097,-141.77577993067493
-96.440855089811,-96.9780563484635
-148.50518291960256,-82.79651168287955
-136.65463414437045,-150.67230522439428
-117.44615100817781,-98.71560538078488
-145.7731709716785,-101.69714585832453
-109.30352595715651,-107.84889047888831
-122.29408639654955,-102.66528388205332
-115.31495079653105,-112.43770095966242
-111.77279705434941,-123.41649762848984
-116.69237289452846,-105.24403855063404
-115.14362353799172,-145.33419398784108
-134.94773867196804,-114.5183086267669
-126.241127499614,-139.07855659810662
-126.1724561408549,-116.8713378560052
-107.86859021218683,-81.0793996868022
-125.36303226237898,-109.2848163795715
-139.83880299798184,-123.40646322173613
-126.57580002452248,-123.00752533413308
-137.6908746087716,-108.164875720869
-147.2941527962634,-106.8633120394934
-92.66953889348409,-140.93086756404512
-122.72485612364264,-110.3275459950503
-118.13346222326068,-136.28629387640282
-116.88543861889727,-129.01607076028287
-134.3129286165274,-123.62687958409052
-113.15216004925806,-91.7782201668699
-105.82878714355877,-125.08335820908013
-127.27943911480646,-108.7791401765431
-101.63678852320103,-143.13330890969831
-117.60901161601706,-108.37748331727911
-155.2436109086481,-127.17210210286792
-124.8850394862642,-102.8994125188089
-101.4693780773283,-120.25762400942973
-110.87899336167008,-102.82758787048256
-146.57006459624014,-122.71478236168012
-133.53959506143508,-110.7266899857147
-81.32192545425768,-93.77746445850565
-98.38394453409933,-116.34352994947825
-104.71310772562613,-105.7937887157763
-94.79932165599838,-117.31051131434475
-98.6822214073912,-90.54223415452596
-109.51482100225728,-103.49227542020934
-138.8230146704186,-115.53935741227284
-92.80966452313706,-103.45661753880346
-118.40669926974549,-118.648817074387
-136.1184673798389,-147.92527265271298
-119.9458064322053,-109.0087563631976
-132.8120017826308,-120.58417825335724
-168.66291254544294,-108.66056888642092
-125.76566309842971,-133.64248422506932
-142.6070483859332,-116.94355973161944
-102.24822733177817,-114.43381631400003
-96.60712245084774,-123.23308901610899
-91.6753866935704,-117.5821356328773
-96.10249297763276,-116.72067466345536
-107.62698952320049,-152.49044097134862
-124.22045914771252,-114.81812387059149
-102.74966553799389,-100.57986783361642
-94.7356109120923,-121.92802590939039
-95.99616038929729,-138.7158435331985
-98.27864112351286,-115.24744290137217
-133.22728749763112,-143.2289379589876
-128.125454395155,-107.33218073255938
-108.15244079285317,-91.44015358652963
-110.23451942999644,-118.77166882690555
-104.10498177141189,-123.55190705044986
-121.37033751916485,-126.32752594604172
-118.72336800995905,-108.6902156723055
-141.59680590629682,-110.42223958431885
-162.38031636788853,-123.57776378902967
-131.67076370249498,-156.0460888160628
-101.17698919862424,-101.5295521831943
-108.99652165107067,-146.31116149085824
-131.69912571997037,-154.60689800892857
-104.75372164695614,-84.14999340421366
-116.41173172545794,-125.20118477877458
-101.67119459258188,-121.09201541069274
-99.98792812429072,-139.4394230487735
-83.6480672468296,-126.0228407802728
-122.07217105170723,-112.17343782478542
-142.8579919260135,-87.48733156955461
-131.6329200257307,-103.07775387331665
-97.42900576052162,-110.03479906089622
-111.2848596372241,-131.99276056046816
-104.82043905947403,-136.85382302079572
-148.99798082832572,-123.54468877447276
-127.34036570903604,-90.71453997953239
-84.48555338891792,-127.71773119886777
-85.9159867130445,-123.45075862029368
-102.94032815943672,-122.77137680695982
-104.69400008172485,-112.93564999836069
-135.2794020977134,-112.57080198764106
-126.25554028871963,-112.3481713242209
-133.6453639011778,-113.74853526226158
-101.14140464721933,-116.48557117580401
-107.59053917402284,-88.57730966725799
-109.37048112966798,-107.23949871662705
-93.34315614644127,-130.50688719505536
-140.5731203664945,-129.21163295982296
-114.18796627685913,-103.42814301060476
-109.9282473750191,-116.61729096404721
-128.49091630585588,-164.97332917202945
-92.66098010465556,-125.52961245636332
-94.61541107128838,-119.1024631916696
-99.83505091115273,-136.08468648487369
-132.2455244844617,-123.06388276063969
-114.65171448720972,-97.96423043838402
-120.53684755759456,-93.59809390388317
-125.07451494035547,-113.55958978067596
-145.33493506370226,-128.64300415835564
-127.97352670657347,-92.70516547606455
-166.95352609785772,-102.7176603345587
-129.4651655878916,-148.4228184457946
-127.78817143076066,-116.71515171956392
-120.4175354561059,-91.15871982604939
-132.22848110340385,-127.29368934365677
-99.06364190009033,-96.23971658517668
-119.62418807426506,-83.35281445316461
-112.99233421308182,-105.84201425934826
-112.78162811200643,-128.3472899524731
-120.36065951120402,-121.07241791919974
-137.10002574086033,-100.28588753174957
-123.44056159310647,-118.16530974495882
-140.17186555481996,-128.3519368740121
-117.46364552885436,-161.90993456815713
-140.120463072992,-116.86015189551442
-102.12298570006146,-132.27026409243072
-122.68959426118435,-96.05033155698239
-115.83358642146563,-101.4014703007717
-132.19271938508217,-134.40219623946516
-118.77013543157875,-108.43423669270899
-89.19445926624459,-117.04747889902859
-124.05564248155665,-90.67922782388592
-137.0784224057171,-106.34325816340042
-107.19883066008808,-109.0611793645942
-141.07243751708864,-125.14154522366192
-158.55981907143428,-139.10468623557512
-100.0301229663862,-120.05913584310946
-97.98376968762575,-113.01604242872855
-130.9273920362633,-135.075193670381
-136.4041562420551,-128.93647050329864
-129.54066923952675,-129.17098003158543
-99.61636741327833,-133.47632292599212
-112.40340835907928,-129.55757481742495
-133.24576410693953,-86.33799252729692
-108.81778917244357,-110.74295268554305
-138.43372791118202,-124.17817900668133
-114.20787477438805,-123.98543015405457
-135.03574270025004,-119.72957047888794
-115.7384445036694,-133.51508043439216
-105.66582405516458,-128.9390275892408
-150.20675767950044,-127.09527772519873
-108.26520552845443,-130.57580556028367
-110.85850729465669,-136.41898277384993
-137.6838031304249,-117.29946469431226
-132.1572632421023,-129.0756247453734
-94.60963803120437,-80.75855559169999
-84.87743366785215,-106.25873563466878
-138.89860572634265,-80.78116946751723
-128.9645801369588,-102.99004719477063
-131.90030554611945,-152.1379684599309
-137.29996297434968,-95.75952989824263
-110.43757704322844,-110.82734269327126
-103.88088009740537,-109.9238808142399
-136.9727922344002,-145.12254347688568
-119.27526341742072,-110.77474856137209
-138.2789702476361,-109.64759776635823
-108.91725516075512,-100.55909786449791
-146.87561162058228,-143.44242101433107
-100.154267252758,-115.245158370192
-152.24137265445927,-99.2865505861932
-99.80883676034767,-121.39824511874242
-125.16964932695859,-115.079137910493
-98.56596845917409,-128.0049943658566
-100.12581861993914,-91.49688026660003
-87.25849060169755,-111.14650557657383
-126.95281928572622,-119.07110667707217
-133.2442892865231,-106.21997575419152
-109.40382907050538,-124.44189827229656
-119.14948947276405,-110.6149461261936
-128.53984950797053,-119.47132182023222
-109.20222893006617,-135.23859077415796
-95.29913451980175,-127.70115863495556
-100.47782677364951,-114.52186402600921
-105.16829353354163,-119.66891648161709
-140.17446070060066,-116.98158496543373
-112.92260537905887,-124.40310851028734
-111.14000277678288,-109.0857937900842
-127.51869383463527,-100.44697563681352
-123.11160603072287,-115.05988175238384
-107.53093046715233,-133.48436773075412
-131.44559580912014,-133.13855551561707
-124.29492745778398,-137.68893700714585
-101.06462133073614,-95.60545952719734
-125.38579870452749,-115.53625634443985
-126.8053485303147,-121.95512925883347
-116.86062048334702,-115.88561675808386
-150.30422635912547,-138.07299149625882
-116.33745517275415,-124.47521020896795
-156.9788112705005,-102.951208029484
-124.4809256866209,-130.55012902236638
-102.22931062042602,-109.43113802310016
-124.75208790973521,-103.51015979358345
-120.88913348551903,-124.23054567041612
-119.33232153545204,-97.00734269202671
-106.13547383406792,-107.67826103245984
-104.39652678643036,-131.34132673748016
-80.80727339100292,-149.18141327125247
-97.21019563777266,-132.13173979407338
-117.37872072179678,-118.83207876889531
-115.30505330192786,-110.16253908981777
-96.00586706588253,-93.93072533120505
-106.78400149761599,-113.56143235061415
-119.79798883555841,-137.51838985348644
-113.9339619528379,-94.21347233951147
-127.8718931138724,-128.53506602008844
-104.46527677065333,-115.6678492965723
-89.87202010335132,-134.8687685345182
-116.99038712526131,-116.23548871374123
-119.48276225642694,-136.88606323819963
-119.44689356225813,-139.3478758170836
-143.61654906856967,-131.44688632132255
-115.07290448539767,-141.5985131555644
-123.21191012476685,-132.58721182060302
-93.39483405085114,-131.2597189155531
-145.93436994142544,-130.72690930035503
-116.09014507713017,-87.60682655729087
-125.23172464942549,-108.54312203249951
-115.31368429005772,-127.78860411954567
-120.4542214394264,-120.42299944128264
-134.0371642206105,-81.49190870680978
-121.18710334128335,-104.60859917155908
-118.51721624193058,-125.41590053042415
-127.17072999860271,-105.10727484513966
-125.62604548075163,-78.88569562695426
-134.26542115965643,-114.43266951937632
-93.06327156649566,-136.7211074342571
-100.19605692676579,-136.6325807754178
-96.62171000057154,-115.90990347427335
-133.9642497749722,-107.26795471629184
-111.5438449270707,-145.16488536464735
-99.3938711490712,-117.83216727084636
-121.98835869933059,-122.3330863169181
-132.85121801860544,-112.02158777037161
-110.18301897850779,-92.45095093822398
-133.99986187134945,-92.28378878417897
-100.3230814574555,-117.89847258117534
-131.0222351306311,-129.55858119722006
-112.35400890687876,-140.3806212817902
-128.39660489314986,-101.69258054583028
-113.18303367452125,-115.55679237931318
-120.73809714377198,-121.74181902674242
-126.23285289252908,-127.01201384053485
-135.90634689166285,-109.74812511062028
-134.06023219481497,-121.97838761839544
-118.82671220089331,-121.07910673737857
-138.0049332326141,-117.11459431594676
-160.47381361915455,-139.0733609728328
-129.61150261575355,-127.14349538878122
-148.501333069111,-103.48933621246674
-133.4035274687523,-101.7628788847632
-105.16379309618343,-121.10953314620892
-131.04496401875082,-121.93561756392057
-93.68908462978625,-157.84696670640392
-106.6415939149979,-88.8441668146468
-95.26174661975067,-150.50219877036764
-117.22559845348947,-152.2611239850806
-107.54988613390047,-112.88778379045853
-101.9349680999819,-129.09317747090287
-115.2886708826005,-98.59192080680175
-121.40407964029481,-150.56809385607318
-115.72489697117648,-133.17781530211323
-142.5152872014727,-121.78903000397484
-118.86601150564849,-141.93095419535055
-105.81143985893276,-118.23111975240643
-145.6789173403135,-128.2157434958019
-96.13516743594003,-116.58135246223966
-104.28153358755667,-94.22153239634252
-113.19607373263838,-140.85745955485822
-103.89858895760236,-114.0725101353519
-137.6382600250229,-94.27674907967626
-96.22922516881187,-88.8008076860254
-93.5522234993373,-125.31309867163893
-83.50609244334679,-128.47388740815492
-142.05262614878762,-86.80770706518378
-91.80167782707997,-133.8041662509201
-125.93269807772938,-128.72143550694557
-114.17008463452342,-98.79555116304697
-123.84538131343731,-103.03714695207506
-114.77127964350402,-108.93432061495261
-92.45400905800544,-148.95080807487238
-98.6904609400969,-110.98995101236211
-94.0566657445855,-149.24179551783598
-93.57160438494807,-98.6079487861162
-116.3667912931565,-128.0490980656851
-98.92427352607335,-120.36555526760334
-117.29136284888229,-122.64632131308703
-147.23186962016518,-110.97104976060845
-146.3995363742492,-124.47647085955373
-114.93287967266652,-121.10658551474874
-108.78808093305503,-137.24506695271532
-134.68906334961255,-140.43747466765754
-147.61290016823023,-105.70373857171398
-115.70516372056363,-108.11516908383398
-115.3364385993055,-117.56777546847574
-132.63037822184822,-125.82301084520269
-117.37680779082712,-87.26911581357501
-110.49843804548283,-144.40008513260202
-148.19305588872234,-99.32748599979193
-104.06619295577194,-132.77811734929685
-111.24034542275724,-115.59917235877147
-119.65850730470933,-136.40740117159524
-108.31336200734765,-94.5046649169832
-144.3024217550123,-129.32127134752753
-133.03895675015903,-98.74703529134547
-122.13926217834599,-108.7989422194679
-121.21731777250828,-113.07427810658845
