train,test
-257.8015081647901,-235.8147682420575
-275.11619289763837,-227.51260594839562
-234.9963757116311,-192.80049113155548
-207.1157903353042,-242.37905598020902
-272.34884665937534,-264.1817156117836
-263.53814849165286,-253.4574184779143
-267.32045061636006,-235.80937489199454
-213.16303374815274,-291.58985207268194
-225.77946852543351,-245.69735358585837
-222.9426987419613,-239.08071937150933
-255.31930761603644,-253.33422473213594
-280.7122425923315,-256.5585336756303
-235.35735322021958,-218.147905886019
-225.65888565359344,-250.07323689668803
-224.4136792483971,-283.36811920672955
-225.67226183633232,-216.3459490209872
-270.46607040688156,-253.44064717371535
-250.56800994654,-209.03087409328234
-252.26381303569184,-257.97600995026494
-240.40141757651762,-233.9974693627164
-259.6622841331308,-260.4877442089726
-255.93406663549192,-239.47060018430864
-222.4566318511696,-273.6165168681385
-263.22047899116575,-234.03826426867244
-260.0262258636463,-241.59051176408727
-233.01724763200616,-193.88753216908816
-204.14139350839793,-252.88271178420874
-283.9640456460492,-227.26408364349948
-260.2983456225103,-250.91667638490125
-216.68561237576913,-232.86624149178212
-231.09257327671833,-259.2694325313851
-249.71345814498258,-211.42007063155876
-243.93516434689468,-220.65113812589058
-261.1320412415778,-251.7086968933054
-256.1675996750033,-273.4681880303191
-261.7482256983162,-254.29438556314443
-240.09080979339487,-294.7230954293857
-228.63836426046316,-239.14403112798524
-229.45667744566498,-280.91731437080375
-227.19576993359175,-274.71760108310076
-206.1540994173046,-273.0580658991917
-219.23176325513938,-230.63319648293378
-248.67723800731082,-239.19097046842762
-247.3930127878026,-245.6716584549796
-272.91983013432167,-200.829443903958
-251.1257360560622,-243.2136115927511
-242.40415972221,-258.36245332958237
-253.31283658635306,-265.68663356148994
-239.13723416983032,-206.5646741869335
-233.18276460841463,-229.2374624130304
-222.94075029874415,-206.79428695554918
-227.41994902127573,-196.32751389780603
-262.0305785679051,-235.03165241926072
-196.23762515351828,-222.31048614995447
-226.13087584388748,-240.33568993312966
-228.84161995275127,-213.39955233711595
-217.73133250402608,-192.19307565681532
-214.13777606753078,-207.82303396081363
-252.42874064943675,-258.8262320194903
-269.4044171542263,-211.0929282989655
-224.06038628120558,-267.4502516285054
-244.92776115851856,-247.20361202265548
-260.75101383201314,-220.76920309261567
-219.5818472188364,-292.02857230365646
-235.91657949882938,-210.17285694573226
-255.77645003539354,-245.9433295450035
-219.6819964672497,-258.63370207646665
-225.0505906245898,-244.56515171969508
-225.74049443382756,-271.7253518455185
-268.42175737511803,-217.91685684505606
-210.53807250912493,-241.8837887550316
-230.6975962786523,-210.17318962824734
-224.87772625360617,-222.55432955173455
-208.67141620999362,-222.9427658720212
-224.7526647348853,-252.141599543651
-198.61051055886497,-236.58135059678523
-201.49184198509724,-253.97484863282293
-243.7312438452708,-204.46438314201876
-242.3567729668735,-246.61041178392574
-233.02556894049582,-210.30021430410406
-194.0894173629175,-235.86492891480464
-237.33632563049903,-207.1535952938037
-264.97539635058405,-229.75430465884463
-210.43637085857256,-202.82378464355244
-238.43697568129696,-229.5704549726294
-264.2139376288689,-199.42037776923794
-221.58391685245573,-257.5410560911208
-262.9371042144929,-206.3767361227876
-253.45832523146183,-243.82668219733586
-236.50669124656304,-215.4334970665684
-256.5585484859393,-232.71185881368623
-225.0550447634355,-223.85503637328318
-195.89685018919315,-210.79972139951974
-220.2047426791484,-239.472261521564
-202.46759583321318,-224.01824192761896
-207.14363506339703,-252.69647900003196
-225.18042813042837,-231.37814818548608
-215.10095072002937,-241.23021021919604
-188.45372416602254,-247.79637699929285
-241.2489505279621,-206.5503552586161
-236.00088528657858,-213.69835355436584
-218.5658883452457,-250.76102049844087
-207.14570534347766,-237.44425506577696
-191.30832839406708,-201.26552467351445
-249.58981115291076,-218.78462875647304
-251.85963331270816,-247.46106727319406
-238.04528829035877,-219.95448905652003
-233.78313483891392,-242.88561295836547
-271.1046467588268,-178.55531086137108
-232.11419431458322,-181.94745035520913
-247.4413323797286,-270.6954307520591
-206.69808161047848,-212.09249080437453
-171.49077638024852,-207.78948599561468
-204.3007067026513,-183.6596831566733
-234.94298086969926,-203.34394389004103
-208.2673553675675,-227.39134853076766
-194.6598107902657,-212.74640684205485
-228.08064924914976,-205.0355079591544
-231.96673323365917,-199.76430788830365
-203.21389476630353,-220.97693224145658
-248.87800361600068,-250.99741108377253
-197.45205229922666,-223.3528718205364
-203.21021790676457,-215.55203677421997
-241.76624535194009,-231.94926591452867
-205.52068483577239,-212.59550032303187
-227.35535945730416,-197.08955326224321
-196.04906091978182,-237.3556300613651
-196.7985834896143,-211.94136216030904
-196.61874630300775,-180.08908514200232
-265.58565321067135,-206.2223614294188
-223.24028589738478,-219.33328960112067
-225.76548236739305,-235.60676172538075
-197.20316001741094,-222.10047876101447
-243.77856609657078,-220.1315901964613
-231.3999736049698,-187.61451363237626
-199.5260204737947,-200.58342873157616
-211.18657695258625,-199.26331184471428
-229.8934214068915,-197.3737709095048
-220.21869683218128,-199.39222399420925
-216.1278892116453,-220.65272006972515
-185.4404888660456,-220.6359623385418
-234.63558827891444,-234.0720112206731
-252.81583830456697,-223.84837658918443
-196.64692810097063,-234.98760094299618
-192.57724541512405,-173.11448218968144
-199.81865256457354,-246.58151558885723
-203.58284768646863,-221.1344819512237
-190.38384682545737,-239.0508448229838
-202.0170765575565,-199.47112046369023
-212.59235889878153,-215.33132912431776
-238.5012043454368,-216.46057389223515
-227.73664608316756,-211.57812098981194
-190.85487839426924,-187.90136037277574
-193.21524279834048,-181.42647781001864
-202.21081457588102,-225.02593195700192
-235.70881027686224,-246.07578529339293
-225.79692319668754,-199.2294117582322
-191.14201238272318,-172.57647681284917
-224.8189236333257,-237.86490527711035
-194.28684695170156,-196.70418337673732
-241.09396003019228,-219.09220775633048
-210.03460591794342,-218.60901646707498
-185.12131147715,-224.91212154640954
-182.24323943276346,-209.70166788235875
-188.89563481908118,-192.38910682264674
-205.04127975707607,-220.7519367220442
-246.52619951213975,-235.69437840785304
-235.53261920264674,-174.26312202203587
-213.65701378749026,-171.04390212357004
-182.88889076732212,-229.59325580117041
-213.37523757405918,-242.7177939041381
-222.46922664641167,-192.14200906382447
-180.6607833740877,-207.4452249130959
-189.46278799793006,-221.8347634757625
-191.2625337096721,-191.42585021552836
-183.08187970186,-217.8165257230521
-204.47460419174473,-227.06495750186136
-164.1970547891722,-199.18522382370668
-208.63197786690378,-199.0148882205154
-233.35499533502437,-207.25650885236902
-207.9052522729149,-226.77743360678437
-197.97231171761672,-209.77081049768276
-213.30972368423164,-171.78101072653112
-218.79257129135155,-215.5334616884794
-207.23461283875784,-201.7051095504825
-174.5780923125746,-215.0152368108305
-216.0705650422273,-224.46607731215963
-177.592207339635,-218.35849943490177
-197.276291260559,-176.58277425831756
-192.08505805049714,-222.75420157817604
-163.31044238652208,-169.663201047464
-209.8230425434059,-218.8410116894727
-212.8685336480592,-197.7282167104518
-199.98395050195109,-164.04956741051816
-189.45935558756094,-192.5253053266418
-202.25245756204902,-185.69039458072913
-209.1497193356258,-203.92327097761526
-170.71511172471332,-180.3318527291191
-227.4846229548365,-197.73062272225692
-224.3697715061072,-218.74431013040197
-187.65884082168236,-211.66312553085328
-201.08087113406285,-218.10218986587898
-184.64833429738889,-208.76675175623885
-189.16026207334863,-178.73339532343493
-202.33856037165117,-205.96470309349522
-241.57958194146548,-193.50791718121775
-200.14788531130554,-226.12422217332826
-204.17727046157245,-151.93349717095532
-218.47426526094372,-189.83705271111307
-199.9653700743608,-223.66953564707296
-171.8687655306449,-185.78941329525279
-196.17503478293906,-207.57755018292744
-173.12818423890243,-226.79532857379692
-229.73528656486536,-179.81086855249427
-190.08155694057908,-203.94180047301282
